Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-01-03 00:00:00-05:00,5066.72021484375,5066.72021484375,5066.72021484375,5066.72021484375,0,0.0,0.0
2006-01-04 00:00:00-05:00,5101.47021484375,5101.47021484375,5101.47021484375,5101.47021484375,0,0.0,0.0
2006-01-05 00:00:00-05:00,5214.9599609375,5214.9599609375,5214.9599609375,5214.9599609375,0,0.0,0.0
2006-01-06 00:00:00-05:00,5214.9599609375,5214.9599609375,5214.9599609375,5214.9599609375,0,0.0,0.0
2006-01-09 00:00:00-05:00,5268.6201171875,5268.6201171875,5268.6201171875,5268.6201171875,0,0.0,0.0
2006-01-10 00:00:00-05:00,5296.0,5296.0,5296.0,5296.0,0,0.0,0.0
2006-01-11 00:00:00-05:00,5371.27001953125,5371.27001953125,5371.27001953125,5371.27001953125,0,0.0,0.0
2006-01-12 00:00:00-05:00,5526.330078125,5526.330078125,5526.330078125,5526.330078125,0,0.0,0.0
2006-01-13 00:00:00-05:00,5521.169921875,5521.169921875,5521.169921875,5521.169921875,0,0.0,0.0
2006-01-17 00:00:00-05:00,5640.6201171875,5640.6201171875,5640.6201171875,5640.6201171875,0,0.0,0.0
2006-01-18 00:00:00-05:00,5605.31005859375,5605.31005859375,5605.31005859375,5605.31005859375,0,0.0,0.0
2006-01-19 00:00:00-05:00,5724.0498046875,5724.0498046875,5724.0498046875,5724.0498046875,0,0.0,0.0
2006-01-20 00:00:00-05:00,5778.8701171875,5778.8701171875,5778.8701171875,5778.8701171875,0,0.0,0.0
2006-01-23 00:00:00-05:00,5780.6298828125,5780.6298828125,5780.6298828125,5780.6298828125,0,0.0,0.0
2006-01-24 00:00:00-05:00,5825.39990234375,5825.39990234375,5825.39990234375,5825.39990234375,0,0.0,0.0
2006-01-25 00:00:00-05:00,5863.2998046875,5863.2998046875,5863.2998046875,5863.2998046875,0,0.0,0.0
2006-01-26 00:00:00-05:00,5787.6298828125,5787.6298828125,5787.6298828125,5787.6298828125,0,0.0,0.0
2006-01-27 00:00:00-05:00,5758.72021484375,5758.72021484375,5758.72021484375,5758.72021484375,0,0.0,0.0
2006-01-30 00:00:00-05:00,5776.18994140625,5776.18994140625,5776.18994140625,5776.18994140625,0,0.0,0.0
2006-01-31 00:00:00-05:00,5843.33984375,5843.33984375,5843.33984375,5843.33984375,0,0.0,0.0
2006-02-01 00:00:00-05:00,6042.68017578125,6042.68017578125,6042.68017578125,6042.68017578125,0,0.0,0.0
2006-02-02 00:00:00-05:00,6022.58984375,6022.58984375,6022.58984375,6022.58984375,0,0.0,0.0
2006-02-03 00:00:00-05:00,6130.85986328125,6130.85986328125,6130.85986328125,6130.85986328125,0,0.0,0.0
2006-02-06 00:00:00-05:00,6478.81005859375,6478.81005859375,6478.81005859375,6478.81005859375,0,0.0,0.0
2006-02-07 00:00:00-05:00,6590.56005859375,6590.56005859375,6590.56005859375,6590.56005859375,0,0.0,0.0
2006-02-08 00:00:00-05:00,6627.18017578125,6627.18017578125,6627.18017578125,6627.18017578125,0,0.0,0.0
2006-02-09 00:00:00-05:00,6790.990234375,6790.990234375,6790.990234375,6790.990234375,0,0.0,0.0
2006-02-10 00:00:00-05:00,6726.97998046875,6726.97998046875,6726.97998046875,6726.97998046875,0,0.0,0.0
2006-02-13 00:00:00-05:00,6560.0498046875,6560.0498046875,6560.0498046875,6560.0498046875,0,0.0,0.0
2006-02-14 00:00:00-05:00,6502.419921875,6502.419921875,6502.419921875,6502.419921875,0,0.0,0.0
2006-02-15 00:00:00-05:00,6462.14990234375,6462.14990234375,6462.14990234375,6462.14990234375,0,0.0,0.0
2006-02-16 00:00:00-05:00,6557.2099609375,6557.2099609375,6557.2099609375,6557.2099609375,0,0.0,0.0
2006-02-17 00:00:00-05:00,6710.10009765625,6710.10009765625,6710.10009765625,6710.10009765625,0,0.0,0.0
2006-02-21 00:00:00-05:00,6602.72021484375,6602.72021484375,6602.72021484375,6602.72021484375,0,0.0,0.0
2006-02-22 00:00:00-05:00,6743.2099609375,6743.2099609375,6743.2099609375,6743.2099609375,0,0.0,0.0
2006-02-23 00:00:00-05:00,6762.97998046875,6762.97998046875,6762.97998046875,6762.97998046875,0,0.0,0.0
2006-02-24 00:00:00-05:00,6802.18017578125,6802.18017578125,6802.18017578125,6802.18017578125,0,0.0,0.0
2006-02-27 00:00:00-05:00,6686.27001953125,6686.27001953125,6686.27001953125,6686.27001953125,0,0.0,0.0
2006-02-28 00:00:00-05:00,6608.72021484375,6608.72021484375,6608.72021484375,6608.72021484375,0,0.0,0.0
2006-03-01 00:00:00-05:00,6383.27978515625,6383.27978515625,6383.27978515625,6383.27978515625,0,0.0,0.0
2006-03-02 00:00:00-05:00,6452.2900390625,6452.2900390625,6452.2900390625,6452.2900390625,0,0.0,0.0
2006-03-03 00:00:00-05:00,6402.02001953125,6402.02001953125,6402.02001953125,6402.02001953125,0,0.0,0.0
2006-03-06 00:00:00-05:00,6402.02001953125,6402.02001953125,6402.02001953125,6402.02001953125,0,0.0,0.0
2006-03-07 00:00:00-05:00,6181.580078125,6181.580078125,6181.580078125,6181.580078125,0,0.0,0.0
2006-03-08 00:00:00-05:00,6150.39013671875,6150.39013671875,6150.39013671875,6150.39013671875,0,0.0,0.0
2006-03-09 00:00:00-05:00,6373.52978515625,6373.52978515625,6373.52978515625,6373.52978515625,0,0.0,0.0
2006-03-10 00:00:00-05:00,6395.169921875,6395.169921875,6395.169921875,6395.169921875,0,0.0,0.0
2006-03-13 00:00:00-05:00,6633.39013671875,6633.39013671875,6633.39013671875,6633.39013671875,0,0.0,0.0
2006-03-14 00:00:00-05:00,6668.39990234375,6668.39990234375,6668.39990234375,6668.39990234375,0,0.0,0.0
2006-03-15 00:00:00-05:00,6893.16015625,6893.16015625,6893.16015625,6893.16015625,0,0.0,0.0
2006-03-16 00:00:00-05:00,6924.64990234375,6924.64990234375,6924.64990234375,6924.64990234375,0,0.0,0.0
2006-03-17 00:00:00-05:00,6951.52978515625,6951.52978515625,6951.52978515625,6951.52978515625,0,0.0,0.0
2006-03-20 00:00:00-05:00,7172.81982421875,7172.81982421875,7172.81982421875,7172.81982421875,0,0.0,0.0
2006-03-21 00:00:00-05:00,7124.2099609375,7124.2099609375,7124.2099609375,7124.2099609375,0,0.0,0.0
2006-03-22 00:00:00-05:00,7039.56982421875,7039.56982421875,7039.56982421875,7039.56982421875,0,0.0,0.0
2006-03-23 00:00:00-05:00,7121.3798828125,7121.3798828125,7121.3798828125,7121.3798828125,0,0.0,0.0
2006-03-24 00:00:00-05:00,7127.919921875,7127.919921875,7127.919921875,7127.919921875,0,0.0,0.0
2006-03-27 00:00:00-05:00,7049.56005859375,7049.56005859375,7049.56005859375,7049.56005859375,0,0.0,0.0
2006-03-28 00:00:00-05:00,6834.7900390625,6834.7900390625,6834.7900390625,6834.7900390625,0,0.0,0.0
2006-03-29 00:00:00-05:00,6824.7001953125,6824.7001953125,6824.7001953125,6824.7001953125,0,0.0,0.0
2006-03-30 00:00:00-05:00,6860.919921875,6860.919921875,6860.919921875,6860.919921875,0,0.0,0.0
2006-03-31 00:00:00-05:00,6833.990234375,6833.990234375,6833.990234375,6833.990234375,0,0.0,0.0
2006-04-03 00:00:00-04:00,6926.60986328125,6926.60986328125,6926.60986328125,6926.60986328125,0,0.0,0.0
2006-04-04 00:00:00-04:00,6952.080078125,6952.080078125,6952.080078125,6952.080078125,0,0.0,0.0
2006-04-05 00:00:00-04:00,7078.0498046875,7078.0498046875,7078.0498046875,7078.0498046875,0,0.0,0.0
