Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2007-05-04 00:00:00-04:00,34.84699255826913,34.876763489675184,34.80068446372806,34.87345504760742,4600,0.0,0.0,0.0
2007-05-07 00:00:00-04:00,34.837093720635714,34.87017059326172,34.83047935555196,34.87017059326172,4200,0.0,0.0,0.0
2007-05-08 00:00:00-04:00,34.90982624054616,34.91313468127775,34.88005532116367,34.8965950012207,16100,0.0,0.0,0.0
2007-05-09 00:00:00-04:00,34.92635868255051,34.92966712283551,34.784128557102385,34.80397415161133,9400,0.0,0.0,0.0
2007-05-10 00:00:00-04:00,34.96276816965429,34.999153467187696,34.899922902316625,34.929691314697266,17400,0.0,0.0,0.0
2007-05-11 00:00:00-04:00,34.94292611344219,34.98923421980982,34.91646361734568,34.94954299926758,12200,0.0,0.0,0.0
2007-05-14 00:00:00-04:00,34.95945164063686,34.962757558607635,34.91314355303087,34.94622039794922,11600,0.0,0.0,0.0
2007-05-15 00:00:00-04:00,34.96275748896562,35.03883650336763,34.91975784301758,34.91975784301758,39400,0.0,0.0,0.0
2007-05-16 00:00:00-04:00,35.00575670426074,35.01567950451891,35.002448262974255,35.01237106323242,78100,0.0,0.0,0.0
2007-05-17 00:00:00-04:00,35.02562216406187,35.038853413108555,34.95946844243119,35.00246810913086,14500,0.0,0.0,0.0
2007-05-18 00:00:00-04:00,35.045447905293415,35.045447905293415,35.01237106323242,35.01237106323242,5200,0.0,0.0,0.0
2007-05-21 00:00:00-04:00,35.04214619983733,35.0487605596041,35.01237527188294,35.04545211791992,14600,0.0,0.0,0.0
2007-05-22 00:00:00-04:00,35.08846464566229,35.09177056472065,34.97269438856149,35.048770904541016,10200,0.0,0.0,0.0
2007-05-23 00:00:00-04:00,35.035558677319,35.09840650397875,34.962788040892704,35.0223274230957,22500,0.0,0.0,0.0
2007-05-24 00:00:00-04:00,35.075203297594385,35.075203297594385,35.01235555898797,35.032203674316406,17100,0.0,0.0,0.0
2007-05-25 00:00:00-04:00,35.052072108145374,35.21745887659102,34.995841212538295,35.08184051513672,7400,0.0,0.0,0.0
2007-05-29 00:00:00-04:00,34.962770108866216,34.96938699438599,34.92307889015722,34.94292449951172,4900,0.0,0.0,0.0
2007-05-30 00:00:00-04:00,35.01902150224266,35.0421755662325,34.97932773957276,35.0223274230957,4300,0.0,0.0,0.0
2007-05-31 00:00:00-04:00,35.025580853627325,35.025580853627325,34.94619597657935,34.966041564941406,6200,0.0,0.0,0.0
2007-06-01 00:00:00-04:00,34.96142578125,34.96807701470429,34.90820576293507,34.96142578125,13500,0.586,0.0,0.0
2007-06-04 00:00:00-04:00,34.991355895996094,34.99800966631384,34.93148465148558,34.991355895996094,21800,0.0,0.0,0.0
2007-06-05 00:00:00-04:00,34.99467712134744,34.99467712134744,34.94145965576172,34.94145965576172,4500,0.0,0.0,0.0
2007-06-06 00:00:00-04:00,34.92480715999638,34.944763380605494,34.88489218111021,34.898197174072266,74600,0.0,0.0,0.0
2007-06-07 00:00:00-04:00,34.83834770928096,34.83834770928096,34.65873399873897,34.73523712158203,12100,0.0,0.0,0.0
2007-06-08 00:00:00-04:00,34.662068969648374,34.68202520736316,34.565609591243415,34.642112731933594,17800,0.0,0.0,0.0
2007-06-11 00:00:00-04:00,34.55896490293452,34.61550927894861,34.4591786201221,34.56894302368164,2900,0.0,0.0,0.0
2007-06-12 00:00:00-04:00,34.51570214388495,34.51902902801429,34.28287100821227,34.392635345458984,67300,0.0,0.0,0.0
2007-06-13 00:00:00-04:00,34.46916308033727,34.52903435350194,34.216375516016214,34.45253372192383,24600,0.0,0.0,0.0
2007-06-14 00:00:00-04:00,34.37267454797164,34.4791145324707,34.31280586319427,34.4791145324707,18200,0.0,0.0,0.0
2007-06-15 00:00:00-04:00,34.42590309387998,34.4857743312022,34.42590309387998,34.472469329833984,13500,0.0,0.0,0.0
2007-06-18 00:00:00-04:00,34.56226825484326,34.56226825484326,34.39263270463908,34.49241638183594,14600,0.0,0.0,0.0
2007-06-19 00:00:00-04:00,34.53897650626252,34.53897650626252,34.37932163587296,34.53565216064453,19600,0.0,0.0,0.0
2007-06-20 00:00:00-04:00,34.53899179973661,34.53899179973661,34.22966003417969,34.22966003417969,16900,0.0,0.0,0.0
2007-06-21 00:00:00-04:00,34.25958164277369,34.40260718220657,34.25958164277369,34.292842864990234,13900,0.0,0.0,0.0
2007-06-22 00:00:00-04:00,34.33278787207727,34.37935413142794,34.2063915644076,34.359397888183594,27800,0.0,0.0,0.0
2007-06-25 00:00:00-04:00,34.35939694900947,34.37269941902822,34.143195014979085,34.15982437133789,29000,0.0,0.0,0.0
2007-06-26 00:00:00-04:00,34.23964154312514,34.322795906664744,34.15981152700486,34.25959777832031,43600,0.0,0.0,0.0
2007-06-27 00:00:00-04:00,34.1897360947357,34.19306297862575,34.086625533164224,34.13984298706055,6800,0.0,0.0,0.0
2007-06-28 00:00:00-04:00,34.10991111486922,34.13984545904046,33.903687439125264,33.96023178100586,9500,0.0,0.0,0.0
2007-06-29 00:00:00-04:00,33.96025564034465,34.09330318469714,33.86379623413086,33.86379623413086,14600,0.0,0.0,0.0
2007-07-02 00:00:00-04:00,34.028739087598616,34.219460537718774,33.928360854939775,34.129119873046875,19600,0.603,0.0,0.0
2007-07-03 00:00:00-04:00,34.095647930007296,34.095647930007296,33.99526718145486,34.06553268432617,11700,0.0,0.0,0.0
2007-07-05 00:00:00-04:00,34.07891862072021,34.0822653265792,33.787819030703126,33.941734313964844,14600,0.0,0.0,0.0
2007-07-06 00:00:00-04:00,33.93839332387367,34.05884922719799,33.83132169345084,33.978546142578125,8200,0.0,0.0,0.0
2007-07-09 00:00:00-04:00,33.93837483810495,34.12240529927518,33.92499057249369,34.082252502441406,8400,0.0,0.0,0.0
2007-07-10 00:00:00-04:00,33.95512073026854,34.04546137186116,33.794512025139824,33.99192428588867,19700,0.0,0.0,0.0
2007-07-11 00:00:00-04:00,34.001951006738224,34.005295158702275,33.64727433389117,33.73761749267578,17200,0.0,0.0,0.0
2007-07-12 00:00:00-04:00,33.79452334237952,33.83802032470703,33.6974892561508,33.83802032470703,8300,0.0,0.0,0.0
2007-07-13 00:00:00-04:00,33.89489635153563,33.981890296211716,33.794515581169016,33.978546142578125,5200,0.0,0.0,0.0
2007-07-16 00:00:00-04:00,33.91831462185964,34.065536502706465,33.88150851345074,33.99192428588867,17100,0.0,0.0,0.0
2007-07-17 00:00:00-04:00,34.02871582587991,34.03206253051758,33.86810974229884,34.03206253051758,10600,0.0,0.0,0.0
2007-07-18 00:00:00-04:00,34.01868654760735,34.01868654760735,33.727586992944524,33.777774810791016,15600,0.0,0.0,0.0
2007-07-19 00:00:00-04:00,33.8045605148297,33.814598083496094,33.8045605148297,33.814598083496094,6400,0.0,0.0,0.0
2007-07-20 00:00:00-04:00,33.78782423375241,33.901586722590544,33.6573282130425,33.727596282958984,18600,0.0,0.0,0.0
2007-07-23 00:00:00-04:00,33.694111419682955,33.69745812378223,33.6271926544209,33.653961181640625,9000,0.0,0.0,0.0
2007-07-24 00:00:00-04:00,33.627203235626226,33.630549940778586,33.4130600560602,33.459903717041016,44900,0.0,0.0,0.0
2007-07-25 00:00:00-04:00,33.426456658062605,33.426456658062605,33.01824527364083,33.14204788208008,28100,0.0,0.0,0.0
2007-07-26 00:00:00-04:00,32.95800793816417,33.29260700352624,32.25200370602713,32.67359924316406,43200,0.0,0.0,0.0
2007-07-27 00:00:00-04:00,32.456108732145076,32.456108732145076,31.950863438132007,32.12820053100586,44600,0.0,0.0,0.0
2007-07-30 00:00:00-04:00,32.45276109937056,32.462798662410435,32.23861791189286,32.43937683105469,24600,0.0,0.0,0.0
2007-07-31 00:00:00-04:00,32.45612494200311,32.85764299233477,32.45612494200311,32.54981231689453,34000,0.0,0.0,0.0
2007-08-01 00:00:00-04:00,32.61380030780364,32.61380030780364,32.081689430799514,32.48245620727539,33500,0.63,0.0,0.0
2007-08-02 00:00:00-04:00,32.664291240106586,32.77879777536595,32.664291240106586,32.667659759521484,28800,0.0,0.0,0.0
2007-08-03 00:00:00-04:00,32.785532244768284,32.785532244768284,32.45885523606467,32.667659759521484,20100,0.0,0.0,0.0
2007-08-06 00:00:00-04:00,33.25704709052384,33.25704709052384,32.34774151430145,32.59695816040039,30400,0.0,0.0,0.0
2007-08-07 00:00:00-04:00,33.42543795251101,33.42543795251101,32.6003274136968,32.82933807373047,68800,0.0,0.0,0.0
2007-08-08 00:00:00-04:00,33.34123862291552,33.84640890508091,33.004458434805265,33.21662902832031,30300,0.0,0.0,0.0
2007-08-09 00:00:00-04:00,33.21326443513234,33.31429695404115,33.00782830642669,33.182952880859375,12800,0.0,0.0,0.0
2007-08-10 00:00:00-04:00,33.07180608270319,33.12906065470276,32.920256059560955,33.1155891418457,18800,0.0,0.0,0.0
2007-08-13 00:00:00-04:00,33.3479648120819,33.358070373535156,33.13916279175705,33.358070373535156,21300,0.0,0.0,0.0
2007-08-14 00:00:00-04:00,33.44899114965773,33.44899114965773,33.061693616639104,33.09873962402344,12400,0.0,0.0,0.0
2007-08-15 00:00:00-04:00,33.12234850508484,33.35472778000298,33.098773982225765,33.28400421142578,9100,0.0,0.0,0.0
2007-08-16 00:00:00-04:00,33.677999809226485,33.677999809226485,32.9977053436282,33.24018478393555,15300,0.0,0.0,0.0
2007-08-17 00:00:00-04:00,33.34123172101852,33.67801183941264,33.20651915977518,33.57697677612305,30000,0.0,0.0,0.0
2007-08-20 00:00:00-04:00,33.67803259740902,33.67803259740902,33.257057189941406,33.257057189941406,49300,0.0,0.0,0.0
2007-08-21 00:00:00-04:00,33.425437752441205,33.6275053761016,33.0246684574238,33.085289001464844,33700,0.0,0.0,0.0
2007-08-22 00:00:00-04:00,33.20653493335997,33.40860258649583,33.03814479417515,33.34124755859375,52700,0.0,0.0,0.0
2007-08-23 00:00:00-04:00,33.39848506914505,33.61065819670986,33.34123306337583,33.54330062866211,59400,0.0,0.0,0.0
2007-08-24 00:00:00-04:00,33.57699251547567,33.62751007080078,33.395133427392636,33.62751007080078,11600,0.0,0.0,0.0
2007-08-27 00:00:00-04:00,33.6780225459616,33.846412658691406,33.644345037301484,33.846412658691406,11800,0.0,0.0,0.0
2007-08-28 00:00:00-04:00,33.84641490071389,33.98112751370709,33.67802477682974,33.72854232788086,55800,0.0,0.0,0.0
2007-08-29 00:00:00-04:00,33.6780319728908,33.981134774532805,33.56689385071707,33.86326217651367,18300,0.0,0.0,0.0
2007-08-30 00:00:00-04:00,33.92725724623852,34.02829239540944,33.752132566363585,33.93399429321289,42900,0.0,0.0,0.0
2007-08-31 00:00:00-04:00,34.17644626636849,34.24380125975566,34.01815920553749,34.24043273925781,11300,0.0,0.0,0.0
2007-09-04 00:00:00-04:00,34.55322092129101,34.55322092129101,34.22452948192999,34.47867202758789,13500,0.623,0.0,0.0
2007-09-05 00:00:00-04:00,34.444785913258535,34.522721510672476,34.302466712116185,34.492225646972656,14400,0.0,0.0,0.0
2007-09-06 00:00:00-04:00,34.390581063747824,34.47529527644765,34.390581063747824,34.47190856933594,16400,0.0,0.0,0.0
2007-09-07 00:00:00-04:00,34.52949545523127,34.52949545523127,34.03815172879516,34.07881546020508,50700,0.0,0.0,0.0
2007-09-10 00:00:00-04:00,34.39395379548026,34.39395379548026,34.09237155030218,34.224525451660156,10000,0.0,0.0,0.0
2007-09-11 00:00:00-04:00,34.38717613378444,34.5633804653039,34.22452379407543,34.505775451660156,24100,0.0,0.0,0.0
2007-09-12 00:00:00-04:00,34.563375251867356,34.73280356192553,34.35328321669771,34.661643981933594,32000,0.0,0.0,0.0
2007-09-13 00:00:00-04:00,34.64809926805567,34.64809926805567,34.29907726364438,34.53966522216797,10900,0.0,0.0,0.0
2007-09-14 00:00:00-04:00,34.546418526387306,34.88188831681439,34.299054733538526,34.86494445800781,33900,0.0,0.0,0.0
2007-09-17 00:00:00-04:00,34.902257536056936,35.07168597069799,34.68538934653821,35.02424621582031,20100,0.0,0.0,0.0
2007-09-18 00:00:00-04:00,35.15636411340901,35.36306679839139,34.89544572931508,35.27496337890625,31400,0.0,0.0,0.0
2007-09-19 00:00:00-04:00,35.32579639943481,35.952680518725614,35.30885253731733,35.94929122924805,85900,0.0,0.0,0.0
2007-09-20 00:00:00-04:00,35.932364888108246,35.932364888108246,34.90224020672571,35.06827926635742,410400,0.0,0.0,0.0
2007-09-21 00:00:00-04:00,35.576541947419976,35.71547434841457,34.59724690402684,35.1563606262207,105100,0.0,0.0,0.0
2007-09-24 00:00:00-04:00,34.79378366672162,35.393558502197266,34.78361838590725,35.393558502197266,45500,0.0,0.0,0.0
2007-09-25 00:00:00-04:00,34.902227775981146,35.4782829284668,34.902227775981146,35.4782829284668,167500,0.0,0.0,0.0
2007-09-26 00:00:00-04:00,35.478297704518106,35.478297704518106,35.28514947668717,35.34953308105469,25300,0.0,0.0,0.0
2007-09-27 00:00:00-04:00,35.41052484512329,35.42746871408599,34.27874471779796,35.24109649658203,49200,0.0,0.0,0.0
2007-09-28 00:00:00-04:00,35.400359557854244,35.40374884870107,35.10555330069474,35.24109649658203,46700,0.0,0.0,0.0
2007-10-01 00:00:00-04:00,35.62127414970849,35.63150287306452,35.232567053751076,35.37577438354492,50300,0.645,0.0,0.0
2007-10-02 00:00:00-04:00,34.95977599810519,35.457593627660344,34.95977599810519,35.44395446777344,72100,0.0,0.0,0.0
2007-10-03 00:00:00-04:00,35.46102534191161,35.621282314970095,35.2291646875429,35.25644302368164,35300,0.0,0.0,0.0
2007-10-04 00:00:00-04:00,35.39284231123872,35.443985954493456,35.21894611995441,35.40647888183594,17600,0.0,0.0,0.0
2007-10-05 00:00:00-04:00,35.45078973361867,35.461018457333516,35.29735107368155,35.42692184448242,22900,0.0,0.0,0.0
2007-10-08 00:00:00-04:00,35.536016855758504,35.59398133211939,35.41326702263919,35.54624557495117,18600,0.0,0.0,0.0
2007-10-09 00:00:00-04:00,35.57013692083245,35.57695520432468,35.461026175119066,35.57354736328125,14600,0.0,0.0,0.0
2007-10-10 00:00:00-04:00,35.62466254521585,35.62466254521585,35.512141455123,35.54282760620117,21200,0.0,0.0,0.0
2007-10-11 00:00:00-04:00,35.6281022057259,35.631512648248446,35.46102694179749,35.5940055847168,22300,0.0,0.0,0.0
2007-10-12 00:00:00-04:00,35.60423335159792,35.66560830832286,35.60423335159792,35.63151168823242,73700,0.0,0.0,0.0
2007-10-15 00:00:00-04:00,35.870176092181026,35.870176092181026,35.63149724687849,35.80198287963867,24600,0.0,0.0,0.0
2007-10-16 00:00:00-04:00,35.631510833120416,35.69288578837243,35.49512175462645,35.66560745239258,60600,0.0,0.0,0.0
2007-10-17 00:00:00-04:00,35.47124207955553,35.68264521107587,35.22574234008789,35.22574234008789,15200,0.0,0.0,0.0
2007-10-18 00:00:00-04:00,35.539456262448944,35.54627454700009,35.20530308851568,35.20871353149414,13200,0.0,0.0,0.0
2007-10-19 00:00:00-04:00,35.20527007833191,35.44054099653448,34.77905615486542,35.05183410644531,40200,0.0,0.0,0.0
2007-10-22 00:00:00-04:00,35.051848623759064,35.051848623759064,34.72792434692383,34.72792434692383,64600,0.0,0.0,0.0
2007-10-23 00:00:00-04:00,34.84384491748414,35.017738342285156,34.76200996315045,35.017738342285156,27000,0.0,0.0,0.0
2007-10-24 00:00:00-04:00,34.98364174534792,35.034787941455576,34.881351954536186,35.017738342285156,22200,0.0,0.0,0.0
2007-10-25 00:00:00-04:00,35.116652120055846,35.116652120055846,34.997312621918184,35.06891632080078,16600,0.0,0.0,0.0
2007-10-26 00:00:00-04:00,35.01773633286053,35.15071487426758,34.983639737879855,35.15071487426758,10800,0.0,0.0,0.0
2007-10-29 00:00:00-04:00,35.287129200783745,35.29053964315242,35.14051139579463,35.25644302368164,19900,0.0,0.0,0.0
2007-10-30 00:00:00-04:00,35.22234690202209,35.22234690202209,35.01776197949533,35.18824768066406,10500,0.0,0.0,0.0
2007-10-31 00:00:00-04:00,35.32802253788476,35.46100108383687,35.13366907830834,35.409854888916016,12000,0.0,0.0,0.0
2007-11-01 00:00:00-04:00,35.25200346139368,35.317215872861205,35.00831842189882,35.179927825927734,29400,0.68,0.0,0.0
2007-11-02 00:00:00-04:00,35.176472680847,35.1799055999532,34.98083818859414,35.09410095214844,32300,0.0,0.0,0.0
2007-11-05 00:00:00-05:00,36.38119404954986,36.38119404954986,34.83670939650293,35.076961517333984,13800,0.0,0.0,0.0
2007-11-06 00:00:00-05:00,35.07693443885876,35.402993629479425,35.07693443885876,35.25884246826172,34900,0.0,0.0,0.0
2007-11-07 00:00:00-05:00,34.94651569572687,35.38583505896867,34.94651569572687,35.21422576904297,11900,0.0,0.0,0.0
2007-11-08 00:00:00-05:00,35.30004236997976,35.30004236997976,34.46259053211496,34.7680549621582,121000,0.0,0.0,0.0
2007-11-09 00:00:00-05:00,34.86070210360596,34.922481536865234,34.49689134027316,34.922481536865234,38400,0.0,0.0,0.0
2007-11-12 00:00:00-05:00,35.35835938769947,35.35835938769947,34.97395644500485,35.05976104736328,41400,0.0,0.0,0.0
2007-11-13 00:00:00-05:00,35.33434267956088,35.33434267956088,34.85726918549453,34.922481536865234,15300,0.0,0.0,0.0
2007-11-14 00:00:00-05:00,35.2657070720897,35.2657070720897,34.90532653634185,35.00829315185547,7800,0.0,0.0,0.0
2007-11-15 00:00:00-05:00,35.00487576481417,35.12500179051375,34.89847880184468,34.99801254272461,15500,0.0,0.0,0.0
2007-11-16 00:00:00-05:00,35.35151171216778,35.35151171216778,34.846980009540715,35.00829315185547,18400,0.0,0.0,0.0
2007-11-19 00:00:00-05:00,35.24854509665416,35.24854509665416,34.93278464961879,35.00829315185547,16700,0.0,0.0,0.0
2007-11-20 00:00:00-05:00,34.92251805031653,35.142177905227484,34.46260604739424,34.665103912353516,26500,0.0,0.0,0.0
2007-11-21 00:00:00-05:00,34.56212320008149,34.56212320008149,33.292215014972015,34.01297378540039,139600,0.0,0.0,0.0
2007-11-23 00:00:00-05:00,34.04728117275152,34.493466362169684,33.947750091552734,33.947750091552734,3100,0.0,0.0,0.0
2007-11-26 00:00:00-05:00,33.63544273376465,34.665099143981934,33.63544273376465,34.32188034057617,69500,0.0,0.0,0.0
2007-11-27 00:00:00-05:00,34.49347423957639,34.82982966790562,34.15025559042638,34.373348236083984,25700,0.0,0.0,0.0
2007-11-28 00:00:00-05:00,34.177714464121614,34.733727012127396,34.177714464121614,34.699405670166016,11700,0.0,0.0,0.0
2007-11-29 00:00:00-05:00,34.92250460222957,34.92250460222957,34.35619319307781,34.87102127075195,20200,0.0,0.0,0.0
2007-11-30 00:00:00-05:00,35.00832778947628,35.179937239424696,34.84015126172151,35.01176071166992,34900,0.0,0.0,0.0
2007-12-03 00:00:00-05:00,35.575428103741885,35.575428103741885,34.91918181557776,35.36473846435547,31400,0.642,0.0,0.0
2007-12-04 00:00:00-05:00,35.575418659285006,35.575418659285006,35.23002624511719,35.23002624511719,16300,0.0,0.0,0.0
2007-12-05 00:00:00-05:00,35.119503789085876,35.402725487581115,34.629047151348914,34.81555938720703,270600,0.0,0.0,0.0
2007-12-06 00:00:00-05:00,35.09530451413441,35.14365921526611,34.53922281598635,35.12638854980469,33200,0.0,0.0,0.0
2007-12-07 00:00:00-05:00,34.74647918482578,35.39927069027144,34.74647918482578,35.1091423034668,27100,0.0,0.0,0.0
2007-12-10 00:00:00-05:00,34.791376292052924,35.10568199386325,34.791376292052924,35.05732727050781,23500,0.0,0.0,0.0
2007-12-11 00:00:00-05:00,35.2887438269456,35.395817271792424,34.83282592622025,35.02279281616211,30300,0.0,0.0,0.0
2007-12-12 00:00:00-05:00,35.40274317713591,35.83448394758879,35.05735056077361,35.21277618408203,29400,0.0,0.0,0.0
2007-12-13 00:00:00-05:00,35.14369001351204,35.32674763323832,34.96408705693226,35.195499420166016,44500,0.0,0.0,0.0
2007-12-14 00:00:00-05:00,35.402732399723746,35.402732399723746,34.95026905327315,35.24730682373047,15600,0.0,0.0,0.0
2007-12-17 00:00:00-05:00,35.40271965740937,35.40271965740937,34.92607911213375,35.05732727050781,18900,0.0,0.0,0.0
2007-12-18 00:00:00-05:00,35.02623897119518,35.23001918987994,35.02623897119518,35.091861724853516,53200,0.0,0.0,0.0
2007-12-19 00:00:00-05:00,34.92264187712448,35.26457977294922,34.92264187712448,35.26457977294922,24000,0.0,0.0,0.0
2007-12-20 00:00:00-05:00,35.0227926698288,35.21275692384184,35.0227926698288,35.18857955932617,31300,0.0,0.0,0.0
2007-12-21 00:00:00-05:00,35.39580721994574,35.39580721994574,35.01932820910278,35.299095153808594,37600,0.0,0.0,0.0
2007-12-24 00:00:00-05:00,35.23692200240669,35.319818053387365,34.95370041605819,35.17475128173828,66800,0.0,0.0,0.0
2007-12-26 00:00:00-05:00,35.0677028875595,35.12641898478868,34.95372272107755,35.01934814453125,48400,0.0,0.0,0.0
2007-12-27 00:00:00-05:00,35.142649595035635,35.28852672922504,35.142649595035635,35.25032043457031,22900,0.565,0.0,0.0
2007-12-28 00:00:00-05:00,35.21905550079284,35.29546807560141,34.819627818776596,34.90645980834961,88500,0.0,0.0,0.0
2007-12-31 00:00:00-05:00,34.80573780585031,34.98982121786669,34.687647560368966,34.98287582397461,38800,0.0,0.0,0.0
2008-01-02 00:00:00-05:00,34.57995136671854,35.045371948841996,34.48964805592638,34.559112548828125,61800,0.0,0.0,0.0
2008-01-03 00:00:00-05:00,34.59387808497426,34.71544238948394,34.475787803422875,34.4931526184082,64800,0.0,0.0,0.0
2008-01-04 00:00:00-05:00,34.73626677504562,34.75016021013535,34.329891085900826,34.45492935180664,48600,0.0,0.0,0.0
2008-01-07 00:00:00-05:00,34.55566295345193,34.55566295345193,34.14234442371852,34.25001525878906,177200,0.0,0.0,0.0
2008-01-08 00:00:00-05:00,34.55565693727679,34.55565693727679,34.038139034741526,34.052032470703125,42100,0.0,0.0,0.0
2008-01-09 00:00:00-05:00,34.208315062321866,34.208315062321866,33.66648452989926,33.68037796020508,51600,0.0,0.0,0.0
2008-01-10 00:00:00-05:00,33.74987646040796,34.09720461823841,33.673463841700695,33.93048858642578,154800,0.0,0.0,0.0
2008-01-11 00:00:00-05:00,33.98256123355593,34.21179892469959,33.798477866371755,34.00340270996094,71700,0.0,0.0,0.0
2008-01-14 00:00:00-05:00,33.91309799636697,34.062449108401495,33.822791994929375,33.885311126708984,20600,0.0,0.0,0.0
2008-01-15 00:00:00-05:00,34.02076314002713,34.02076314002713,33.899198917889,33.972137451171875,20000,0.0,0.0,0.0
2008-01-16 00:00:00-05:00,33.982566590225,34.00340806991525,33.83321811020685,33.93394088745117,20700,0.0,0.0,0.0
2008-01-17 00:00:00-05:00,33.8644648040018,33.8644648040018,33.69427490234375,33.69427490234375,31600,0.0,0.0,0.0
2008-01-18 00:00:00-05:00,33.854036144799565,34.368079729766855,33.70121108715502,33.95823287963867,84500,0.0,0.0,0.0
2008-01-22 00:00:00-05:00,33.586614899925266,33.989516632203745,32.40570187751391,33.72207260131836,192400,0.0,0.0,0.0
2008-01-23 00:00:00-05:00,33.635234103655264,33.89573004057912,33.003097402716115,33.78805923461914,59600,0.0,0.0,0.0
2008-01-24 00:00:00-05:00,33.781113749029004,34.21179962158203,33.649127445414756,34.21179962158203,62700,0.0,0.0,0.0
2008-01-25 00:00:00-05:00,34.07632818175413,34.55911357650929,33.71163295842368,34.263885498046875,43700,0.0,0.0,0.0
2008-01-28 00:00:00-05:00,34.21179295050139,34.21179295050139,33.864465103288175,34.10759353637695,44800,0.0,0.0,0.0
2008-01-29 00:00:00-05:00,33.96173337410814,34.159710239526575,33.96173337410814,34.1423454284668,39200,0.0,0.0,0.0
2008-01-30 00:00:00-05:00,34.18400508606962,34.295149887928225,34.01381518788949,34.27431106567383,27400,0.0,0.0,0.0
2008-01-31 00:00:00-05:00,34.08677376772863,34.34379577636719,33.95131604358786,34.34379577636719,76500,0.0,0.0,0.0
2008-02-01 00:00:00-05:00,34.42209875947986,34.44307846118671,33.91856457599097,34.36265182495117,83100,0.664,0.0,0.0
2008-02-04 00:00:00-05:00,34.00600733311408,34.401140442483026,34.00600733311408,34.36967086791992,44900,0.0,0.0,0.0
2008-02-05 00:00:00-05:00,34.194816853544516,34.194816853544516,33.91857248942057,34.09341049194336,66300,0.0,0.0,0.0
2008-02-06 00:00:00-05:00,34.1563553952943,34.166845249551955,33.98151737682286,34.02347946166992,101100,0.0,0.0,0.0
2008-02-07 00:00:00-05:00,33.88360538667397,34.02347632210763,33.568896448902265,33.88010787963867,58100,0.0,0.0,0.0
2008-02-08 00:00:00-05:00,33.7437474630836,33.7437474630836,33.56890939332669,33.62485885620117,80400,0.0,0.0,0.0
2008-02-11 00:00:00-05:00,33.310145901415595,33.64233712797669,33.310145901415595,33.359100341796875,74500,0.0,0.0,0.0
2008-02-12 00:00:00-05:00,33.306649786817545,33.67031326473292,33.306649786817545,33.4849853515625,85200,0.0,0.0,0.0
2008-02-13 00:00:00-05:00,33.565414630438475,33.58989185549388,33.3975715637207,33.3975715637207,60700,0.0,0.0,0.0
2008-02-14 00:00:00-05:00,33.76822398881897,33.76822398881897,33.376585760236665,33.56191635131836,48800,0.0,0.0,0.0
2008-02-15 00:00:00-05:00,33.481490519875436,33.481490519875436,33.34161952983209,33.47799301147461,49700,0.0,0.0,0.0
2008-02-19 00:00:00-05:00,33.48145179047672,33.56887072465551,33.21919498794035,33.30661392211914,102900,0.0,0.0,0.0
